Date,Open,High,Low,Close,Adj Close,Volume
2018-01-02,74.235001,74.5,73.43,73.839996,73.839996,7296500
2018-01-03,74.300003,76.849998,74.050003,76.75,76.75,9945400
2018-01-04,77.330002,77.929001,76.260002,76.730003,76.730003,8650000
2018-01-05,77.110001,78.93,77.010002,78.699997,78.699997,11822100
2018-01-08,78.699997,79.18,77.773003,79.050003,79.050003,7963600
2018-01-09,80.099998,80.389999,78.519997,79.190002,79.190002,9620400
2018-01-10,78.5,79.485001,77.699997,79.370003,79.370003,6248600
2018-01-11,79.449997,79.870003,78.910004,79.75,79.75,6267500
2018-01-12,80.0,80.769997,79.660004,80.540001,80.540001,6891100
2018-01-16,80.949997,81.800003,79.940002,80.419998,80.419998,9596600
2018-01-17,80.400002,82.610001,79.959999,82.470001,82.470001,7146900
2018-01-18,82.43,83.440002,81.610001,82.940002,82.940002,7395100
2018-01-19,83.230003,84.190002,83.127998,83.839996,83.839996,8783500
2018-01-22,84.0,84.209999,83.220001,83.980003,83.980003,7560500
2018-01-23,84.120003,84.550003,83.449997,84.209999,84.209999,9736400
2018-01-24,84.519997,85.290001,82.709999,83.709999,83.709999,8735700
2018-01-25,84.0,85.269997,83.709999,84.339996,84.339996,7268300
2018-01-26,84.459999,85.489998,84.040001,85.449997,85.449997,7840300
2018-01-29,85.199997,85.349998,83.620003,84.309998,84.309998,8198900
2018-01-30,83.0,84.169998,82.0,83.779999,83.779999,7864500
2018-01-31,84.18,86.32,84.160004,85.32,85.32,15221400
2018-02-01,79.949997,80.949997,76.699997,78.400002,78.400002,44271600
2018-02-02,78.099998,79.620003,76.279999,76.57,76.57,21979800
2018-02-05,75.949997,78.980003,74.68,74.705002,74.705002,18810600
2018-02-06,72.629997,76.514999,72.25,75.68,75.68,19739600
2018-02-07,75.349998,77.580002,74.940002,75.589996,75.589996,11988000
2018-02-08,75.629997,75.910004,72.269997,72.32,72.32,13665400
2018-02-09,73.139999,75.269997,71.629997,74.75,74.75,14339400
2018-02-12,75.489998,76.279999,74.851997,75.279999,75.279999,10419600
2018-02-13,74.809998,75.599998,74.550003,74.970001,74.970001,7743600
2018-02-14,74.18,77.360001,74.129997,77.269997,77.269997,8955800
2018-02-15,78.010002,78.300003,76.580002,78.294998,78.294998,9311000
2018-02-16,78.199997,78.75,77.529999,78.370003,78.370003,9740300
2018-02-20,77.699997,78.540001,76.660004,77.059998,77.059998,6875400
2018-02-21,77.199997,78.496002,76.464996,76.510002,76.510002,8260400
2018-02-22,76.800003,78.370003,76.769997,77.699997,77.699997,6632300
2018-02-23,78.260002,79.699997,77.390999,79.690002,79.690002,7520700
2018-02-26,80.0,80.050003,78.980003,79.349998,79.349998,7130700
2018-02-27,79.110001,79.929001,78.610001,79.459999,79.459999,8862000
2018-02-28,79.900002,82.169998,79.389999,79.410004,79.410004,10799500
2018-03-01,79.599998,80.440002,77.879997,78.639999,78.639999,8443300
2018-03-02,77.519997,79.110001,76.93,78.870003,78.870003,9426200
2018-03-05,78.07,79.419998,77.089996,79.07,79.07,6653000
2018-03-06,79.330002,79.949997,78.849998,79.230003,79.230003,7477800
2018-03-07,78.650002,79.555,78.010002,79.519997,79.519997,5546700
2018-03-08,79.849998,80.489998,79.529999,79.870003,79.870003,6878600
2018-03-09,80.260002,80.849998,80.110001,80.709999,80.709999,7667600
2018-03-12,80.75,81.169998,80.349998,80.599998,80.599998,6607600
2018-03-13,80.690002,80.989998,79.269997,80.199997,80.199997,6414700
2018-03-14,80.739998,83.5,80.639999,83.309998,83.309998,14281100
2018-03-15,83.75,83.989998,81.57,82.57,82.57,9082000
2018-03-16,82.800003,83.230003,81.269997,82.160004,82.160004,8356200
2018-03-19,80.889999,81.440002,79.110001,80.300003,80.300003,9028900
2018-03-20,80.18,81.190002,80.054001,80.860001,80.860001,7388100
