Date,Open,High,Low,Close,Adj Close,Volume
2018-01-02,153.5,154.100006,152.779999,153.839996,144.704483,3061900
2018-01-03,152.990005,154.990005,152.990005,154.550003,145.372314,2064200
2018-01-04,155.0,156.860001,154.770004,156.380005,147.093643,1777000
2018-01-05,156.610001,157.720001,156.130005,157.669998,148.307022,1597600
2018-01-08,157.369995,159.009995,156.839996,158.929993,149.492218,2616900
2018-01-09,158.5,159.490005,157.449997,159.460007,149.990753,3204700
2018-01-10,158.949997,159.149994,157.729996,158.899994,149.463989,1624100
2018-01-11,158.899994,159.399994,158.050003,159.110001,149.661545,1809200
2018-01-12,159.5,160.639999,158.570007,160.110001,150.602158,2048800
2018-01-16,160.25,160.369995,157.910004,157.960007,148.579849,2858700
2018-01-17,159.100006,160.470001,158.809998,160.210007,150.696213,2143100
2018-01-18,160.130005,161.080002,159.820007,160.940002,151.382874,1715500
2018-01-19,161.600006,162.5,160.199997,161.75,152.14476,2246700
2018-01-22,161.210007,161.880005,160.820007,161.429993,151.84375,1720000
2018-01-23,161.289993,162.050003,160.639999,160.880005,151.326431,1635800
2018-01-24,161.199997,161.990005,160.539993,160.600006,151.063049,1951900
2018-01-25,161.119995,161.75,160.619995,160.789993,151.241745,1327100
2018-01-26,161.25,162.580002,160.330002,162.550003,152.897278,1950700
2018-01-29,162.330002,162.600006,160.970001,161.190002,151.617981,1314800
2018-01-30,160.960007,161.160004,159.110001,159.699997,150.216507,1700000
2018-01-31,160.089996,160.949997,159.729996,160.699997,151.157089,1878300
2018-02-01,160.160004,161.130005,159.539993,160.460007,150.931381,1692600
2018-02-02,159.979996,160.270004,156.630005,156.899994,147.582748,2183600
2018-02-05,156.119995,159.270004,150.729996,151.830002,142.813873,3733700
2018-02-06,150.289993,155.179993,149.429993,154.690002,145.504013,4259600
2018-02-07,154.220001,158.929993,153.070007,155.149994,145.936676,2918700
2018-02-08,155.309998,155.470001,150.369995,150.509995,141.57222,2900900
2018-02-09,151.690002,154.990005,148.789993,153.839996,144.704483,3656800
2018-02-12,154.669998,156.470001,153.899994,154.949997,145.748581,2273700
2018-02-13,154.199997,156.990005,153.990005,156.839996,147.526337,2059500
2018-02-14,156.009995,160.119995,155.149994,159.789993,150.301147,2583200
2018-02-15,160.389999,161.110001,158.110001,161.059998,151.495728,1854900
2018-02-16,160.960007,163.600006,160.850006,162.660004,153.000702,1997900
2018-02-20,162.380005,162.720001,161.070007,161.440002,151.85318,1425700
2018-02-21,161.589996,163.759995,160.419998,160.460007,150.931381,1628600
2018-02-22,161.080002,162.0,159.910004,160.320007,150.799667,1511700
2018-02-23,161.100006,163.050003,160.320007,162.949997,153.273514,1577200
2018-02-26,163.820007,164.830002,162.919998,164.740005,154.957214,1782800
2018-02-27,164.800003,165.580002,162.550003,162.550003,152.897278,1820800
2018-02-28,162.899994,164.389999,160.949997,161.009995,151.448715,2002200
2018-03-01,161.279999,161.589996,155.880005,156.149994,146.877274,3005400
2018-03-02,155.210007,157.630005,154.690002,157.5,148.147156,2960100
2018-03-05,157.169998,159.660004,156.990005,158.850006,149.416977,1936800
2018-03-06,159.169998,160.149994,156.979996,158.029999,148.64566,2352500
2018-03-07,156.979996,158.960007,156.520004,158.550003,149.134811,3176200
2018-03-08,159.009995,159.419998,158.039993,158.5,149.087753,3093200
2018-03-09,159.649994,161.830002,159.210007,161.509995,151.918991,2988000
2018-03-12,162.0,162.770004,161.020004,161.690002,152.088333,2105000
2018-03-13,162.119995,164.300003,162.059998,162.490005,152.84082,2742200
2018-03-14,162.759995,163.199997,160.419998,161.0,151.439316,2214800
2018-03-15,161.289993,163.490005,160.889999,162.860001,153.188843,1840300
2018-03-16,162.610001,163.289993,160.880005,160.889999,151.335831,4018600
2018-03-19,160.559998,161.5,159.369995,160.619995,151.081863,1890000
2018-03-20,160.949997,163.149994,160.949997,162.880005,153.207657,2249400
2018-03-21,163.199997,163.720001,161.929993,162.029999,152.408112,3452600
2018-03-22,156.75,157.940002,149.729996,150.229996,141.308823,8203600
2018-03-23,151.330002,152.470001,147.160004,147.350006,138.599884,4039800
2018-03-26,149.0,153.169998,149.0,152.850006,143.773285,4231000
2018-03-27,153.229996,153.660004,147.800003,148.860001,140.020203,3212000
2018-03-28,149.679993,150.350006,147.339996,147.410004,138.656311,2965700
2018-03-29,148.289993,153.5,147.820007,153.5,144.384674,3595900
2018-04-02,151.820007,151.820007,146.5,147.979996,139.19249,2845800
2018-04-03,148.490005,148.970001,146.050003,148.789993,139.954391,2363300
2018-04-04,146.690002,150.479996,146.059998,149.970001,141.064316,2161100
2018-04-05,151.100006,152.070007,150.009995,151.570007,142.569305,3336300
2018-04-06,149.899994,150.789993,146.190002,147.380005,138.628113,1927200
2018-04-09,148.259995,150.429993,148.009995,148.25,139.446411,1465800
2018-04-10,149.990005,152.740005,149.839996,152.050003,143.020767,2257400
2018-04-11,149.399994,149.869995,148.160004,148.399994,140.81929,1734900
2018-04-12,149.179993,151.130005,148.929993,150.089996,142.422943,2005600
2018-04-13,151.0,151.410004,149.460007,150.130005,142.460922,1607800
2018-04-16,151.449997,152.050003,150.479996,151.419998,143.685013,2151600
2018-04-17,152.649994,154.589996,152.080002,154.240005,146.360977,2702300
2018-04-18,154.350006,155.699997,153.339996,155.520004,147.575577,1975700
2018-04-19,155.0,155.210007,153.619995,154.589996,146.6931,1512900
2018-04-20,154.020004,154.75,151.910004,152.410004,144.624435,2302000
2018-04-23,153.229996,153.460007,152.110001,153.039993,145.22229,1533000
2018-04-24,153.570007,154.339996,149.850006,151.070007,143.352905,1922600
2018-04-25,151.5,151.5,148.429993,150.089996,142.422943,2040200
2018-04-26,150.929993,153.130005,150.600006,152.289993,144.51059,1634600
2018-04-27,152.289993,152.970001,151.190002,152.389999,144.605438,1179500
2018-04-30,153.169998,153.259995,151.179993,151.199997,143.476242,1504700
2018-05-01,151.089996,151.949997,150.119995,151.919998,144.15947,1204800
2018-05-02,151.720001,152.089996,150.410004,150.710007,143.011292,1642100
2018-05-03,150.300003,152.039993,149.139999,151.729996,143.979187,1725000
2018-05-04,150.710007,153.960007,150.350006,153.440002,145.601837,1504100
2018-05-07,152.949997,153.080002,151.839996,152.300003,144.520065,2057000
2018-05-08,151.350006,152.5,151.029999,151.940002,144.178467,1770100
2018-05-09,152.899994,154.979996,152.199997,154.619995,146.721558,1515300
2018-05-10,154.990005,157.0,154.429993,156.539993,148.543488,1299400
2018-05-11,156.539993,157.619995,155.820007,157.080002,149.055893,1211600
2018-05-14,157.320007,157.649994,155.309998,155.570007,147.623047,1636700
2018-05-15,154.729996,154.800003,153.380005,154.070007,146.199646,1774500
2018-05-16,154.5,155.050003,153.660004,154.080002,146.209152,1946900
2018-05-17,154.410004,155.720001,153.820007,154.929993,147.015717,1615300
2018-05-18,155.0,155.929993,154.619995,155.309998,147.376282,1517400
2018-05-21,156.020004,157.419998,156.020004,156.940002,148.92305,1653000
2018-05-22,156.970001,157.429993,155.149994,155.330002,147.395264,1757100
2018-05-23,155.289993,156.059998,154.089996,155.309998,147.376282,1738000
2018-05-24,155.830002,156.050003,154.690002,155.589996,147.641998,1911100
2018-05-25,155.389999,156.479996,155.050003,155.990005,148.021576,1314900
2018-05-29,154.960007,155.240005,152.660004,153.539993,145.696701,2047300
2018-05-30,154.800003,156.539993,154.529999,156.029999,148.05954,1577800
2018-05-31,156.0,156.779999,154.910004,155.740005,147.784348,2767100
2018-06-01,156.940002,159.279999,156.559998,158.889999,150.773407,1808800
