date	time	ticker	name	title	summary	link
2021-12-28	2021-12-28 04:38:10	NVO	Novo Nordisk A/S	Advisors' Inner Circle Fund III Buys Petroleo Brasileiro SA Petrobras, Devon Energy Corp, ...	Investment company Advisors' Inner Circle Fund III (Current Portfolio) buys Petroleo Brasileiro SA Petrobras, Devon Energy Corp, Sberbank of Russia PJSC, Rosneft Oil Co, Johnson & Johnson, sells TotalEnergies SE, Nestle SA, Lockheed Martin Corp, Altria Group Inc, Enel SpA during the 3-months ended 2021Q3, according to the most recent filings of the investment company, Advisors' Inner Circle Fund III.	https://finance.yahoo.com/news/advisors-inner-circle-fund-iii-043810601.html?.tsrc=rss
2021-12-22	2021-12-22 14:29:00	NVO	Novo Nordisk A/S	Novo Nordisk A/S – Share repurchase programme	"Bagsværd, Denmark, 22 December 2021 – On 5 November 2021, Novo Nordisk initiated a share repurchase programme in accordance with Article 5 of Regulation No 596/2014 of the European Parliament and Council of 16 April 2014 (MAR) and the Commission Delegated Regulation (EU) 2016/1052 of 8 March 2016 (the ""Safe Harbour Rules""). This programme is part of the overall share repurchase programme of up to DKK 20 billion to be executed during a 12-month period beginning 3 February 2021. Under the programm"	https://finance.yahoo.com/news/novo-nordisk-share-repurchase-programme-142900155.html?.tsrc=rss
2021-12-20	2021-12-20 16:40:04	NVO	Novo Nordisk A/S	GSK vs. NVO: Which Stock Is the Better Value Option?	GSK vs. NVO: Which Stock Is the Better Value Option?	https://finance.yahoo.com/news/gsk-vs-nvo-stock-better-164004230.html?.tsrc=rss
2021-12-20	2021-12-20 13:57:52	NVO	Novo Nordisk A/S	Novo Nordisk Shares Slump As Wegovy Hits US Supply Issues; Deutsche Bank Downgrades	Novo Nordisk A/S (NYSE: NVO) said that a contract manufacturer filling syringes for pens to inject Wegovy (semaglutide) had temporarily halted deliveries and manufacturing after issues relating to good manufacturing practices. Consequently, fewer new patients will start treatment with Wegovy in 1H 2022. Novo now expects to meet U.S. demand in 2H of 2022, having previously estimated it would do so at the beginning of the year. The Company said that the supply challenges would not impact the previ	https://finance.yahoo.com/news/novo-nordisk-shares-slump-wegovy-135752511.html?.tsrc=rss
2021-12-20	2021-12-20 08:12:22	NVO	Novo Nordisk A/S	Novo Nordisk shares tank after key drug hope hit by U.S. supply issues	COPENHAGEN (Reuters) -Novo Nordisk shares fell as much as 16% on Monday after the Danish drugmaker was hit by U.S. supply issues for its new obesity drug as it seeks to establish a market foothold before the launch of a rival drug by Eli Lilly.  The obesity market has proved difficult for pharmaceuticals companies, but Novo made a breakthrough with its Wegovy drug.  In a stock announcement after Friday's market close, Novo said that a contract manufacturer filling syringes for pens to inject the drug had halted deliveries and manufacturing temporarily after issues relating to good manufacturing practice.	https://finance.yahoo.com/news/novo-nordisk-shares-slump-u-081222669.html?.tsrc=rss
2021-12-20	2021-12-20 08:02:07	NVO	Novo Nordisk A/S	Moderna, AT&T Rise Premarket; United Airlines, Tesla, Exxon Mobil Fall	By Peter Nurse	https://finance.yahoo.com/news/moderna-t-rise-premarket-united-080207076.html?.tsrc=rss
2021-12-20	2021-12-20 07:39:18	NVO	Novo Nordisk A/S	Novo Nordisk Tumbles as Contractor Issues Hit U.S. Obesity Drug Supply	By Dhirendra Tripathi	https://finance.yahoo.com/news/novo-nordisk-tumbles-contractor-issues-073918615.html?.tsrc=rss
2021-12-17	2021-12-17 17:18:00	NVO	Novo Nordisk A/S	Novo Nordisk announces supply challenges for Wegovy® in the US	Bagsværd, Denmark, 17 December 2021 – Novo Nordisk today announced that a contract manufacturer filling syringes for Wegovy® pens for the US market has temporarily stopped deliveries and manufacturing following issues with Good Manufacturing Practices. As a consequence, Novo Nordisk does not expect to be able to meet demand in the US in the first half of 2022 and few new patients are expected to be able to initiate treatment. The priority for Novo Nordisk is patients who have already initiated t	https://finance.yahoo.com/news/novo-nordisk-announces-supply-challenges-171800179.html?.tsrc=rss
2021-12-17	2021-12-17 12:52:11	NVO	Novo Nordisk A/S	Novo Nordisk Down After Word It Won't Meet H1 2022  Wegovy Demand	By Sam Boughedda	https://finance.yahoo.com/news/novo-nordisk-down-word-wont-125211520.html?.tsrc=rss
2021-12-14	2021-12-14 22:55:00	NVO	Novo Nordisk A/S	DICERNA INVESTOR ALERT BY THE FORMER ATTORNEY GENERAL OF LOUISIANA: Kahn Swick & Foti, LLC Investigates Adequacy of Price and Process in Proposed Sale of Dicerna Pharmaceuticals, Inc. - DRNA	"Former Attorney General of Louisiana Charles C. Foti, Jr., Esq. and the law firm of Kahn Swick & Foti, LLC (""KSF"") are investigating the proposed sale of Dicerna Pharmaceuticals, Inc. (NasdaqGS: DRNA) to Novo Nordisk A/S (NYSE: NVO). Under the terms of the proposed transaction, shareholders of Dicerna will receive $38.25 in cash for each share of Dicerna that they own. KSF is seeking to determine whether this consideration and the process that led to it are adequate, or whether the consideration"	https://finance.yahoo.com/news/dicerna-investor-alert-former-attorney-225500320.html?.tsrc=rss
2021-12-13	2021-12-13 15:49:03	NVO	Novo Nordisk A/S	Lilly (LLY) Inks Metabolic Disorders Therapy Development Deal	Lilly (LLY) inks a strategic collaboration with Regor Therapeutics to discover and develop novel therapies for metabolic disorders.	https://finance.yahoo.com/news/lilly-lly-inks-metabolic-disorders-154903232.html?.tsrc=rss
