date	time	ticker	name	title	summary	link
2021-12-29	2021-12-29 15:19:03	AWK	American Water Works Company, Inc.	American Water (AWK) Indiana Unit Buys Lowell Water Systems	American Water Works' (AWK) unit Indiana American Water completes the acquisition of the Lowell water system, which expands operations in Indiana and adds 4,000 water customers.	https://finance.yahoo.com/news/american-water-awk-indiana-unit-151903995.html?.tsrc=rss
2021-12-28	2021-12-28 22:18:00	AWK	American Water Works Company, Inc.	Indiana American Water Acquires Lowell Water System in Northwest Indiana	LOWELL, Ind., December 28, 2021--Indiana American Water has acquired the Lowell water system, adding approximately 4,000 customers in northwest Indiana.	https://finance.yahoo.com/news/indiana-american-water-acquires-lowell-221800691.html?.tsrc=rss
2021-12-28	2021-12-28 07:38:04	AWK	American Water Works Company, Inc.	J.P. Morgan Exchange-Traded Fund Trust Buys DTE Energy Co, O'Reilly Automotive Inc, Norfolk ...	Investment company J.P. Morgan Exchange-Traded Fund Trust (Current Portfolio) buys DTE Energy Co, O'Reilly Automotive Inc, Norfolk Southern Corp, Mastercard Inc, Alphabet Inc, sells CMS Energy Corp, Sempra Energy, Leidos Holdings Inc, TJX Inc, Amphenol Corp during the 3-months ended 2021Q3, according to the most recent filings of the investment company, J.P.	https://finance.yahoo.com/news/j-p-morgan-exchange-traded-073804983.html?.tsrc=rss
2021-12-23	2021-12-23 14:30:00	AWK	American Water Works Company, Inc.	2 Smartest Dividend Stocks to Consider Buying With $400 Now	Dividend stocks can increase your wealth considerably over time because of the magic of compounding. When you reinvest your dividends, those dividends will also generate dividends, and so on and so on.	https://finance.yahoo.com/m/5432348d-e91b-3648-9183-ca83240b7d68/2-smartest-dividend-stocks-to.html?.tsrc=rss
2021-12-23	2021-12-23 14:21:00	AWK	American Water Works Company, Inc.	Pennsylvania American Water, City of York and York City Sewer Authority Invite Customers to Participate in Telephonic Public Input Hearing on Wastewater System Acquisition	YORK, Pa., December 23, 2021--Pennsylvania American Water, the City of York, and the York City Sewer Authority will join the Pennsylvania Public Utility Commission (PUC) to hear public comment on Pennsylvania American Water’s recent application to acquire the York City Sewer Authority, which serves more than 13,000 direct customers, in addition to providing bulk (wholesale) wastewater service to the townships of Spring Garden, Manchester, West Manchester, York, and Springettsbury, and the boroug	https://finance.yahoo.com/news/pennsylvania-american-water-city-york-142100554.html?.tsrc=rss
2021-12-22	2021-12-22 18:02:00	AWK	American Water Works Company, Inc.	Illinois American Water Celebrates 6 Years of Safety Excellence in Sterling District	STERLING, Ill., December 22, 2021--Illinois American Water’s Sterling District is celebrating 6 years of safety excellence. The local team celebrated over 2,100 days without experiencing any lost time accidents on Dec. 8, 2021.	https://finance.yahoo.com/news/illinois-american-water-celebrates-6-180200426.html?.tsrc=rss
2021-12-22	2021-12-22 14:54:02	AWK	American Water Works Company, Inc.	SJW Group's (SJW) Unit SJWTX Buys Water & Wastewater Assets	SJW Group's (SJW) unit SJWTX acquires two water and wastewater utilities and further expands operation in Texas.	https://finance.yahoo.com/news/sjw-groups-sjw-unit-sjwtx-145402292.html?.tsrc=rss
2021-12-21	2021-12-21 16:00:00	AWK	American Water Works Company, Inc.	New Jersey American Water Completes Required Lead and Copper Sampling and Verifies its Systems are Compliant	CAMDEN, N.J., December 21, 2021--New Jersey American Water has completed its required lead and copper sampling for 2021 and all systems tested meet state water quality regulations. The company tested 24 water systems that are required to be tested between June and September, and all results show compliance with safe drinking water guidelines for lead and copper. The company’s other 8 water systems are tested every three years in accordance with DEP regulations and they are also in compliance.	https://finance.yahoo.com/news/jersey-american-water-completes-required-160000944.html?.tsrc=rss
2021-12-21	2021-12-21 15:04:00	AWK	American Water Works Company, Inc.	Missouri American Water Awards Firefighter Grants to Local Heroes	JEFFERSON CITY, Mo., December 21, 2021--Missouri American Water awarded Jefferson City Fire Department and Cole County Fire Protection District with funding for emergency response gear.	https://finance.yahoo.com/news/missouri-american-water-awards-firefighter-150400228.html?.tsrc=rss
2021-12-21	2021-12-21 13:46:00	AWK	American Water Works Company, Inc.	Missouri American Water Spreads Holiday Cheer with Firefighter Grants	ST. LOUIS, December 21, 2021--In time for the holidays, local Missouri fire departments received more than $43,000 through Missouri American Water’s 2021 Firefighter Grant Program.	https://finance.yahoo.com/news/missouri-american-water-spreads-holiday-134600095.html?.tsrc=rss
