Date,Open,High,Low,Close,Adj Close,Volume
2019-11-26,4.950000,5.580000,4.880000,4.970000,4.535394,947824463
2019-11-27,4.810000,4.910000,4.700000,4.740000,4.325506,444815914
2019-11-28,4.750000,4.810000,4.680000,4.750000,4.334632,271549469
2019-11-29,4.720000,4.750000,4.690000,4.700000,4.289004,153065231
2019-12-02,4.700000,4.710000,4.600000,4.610000,4.206874,212229401
2019-12-03,4.570000,4.580000,4.530000,4.560000,4.161247,143506847
2019-12-04,4.530000,4.630000,4.520000,4.580000,4.179498,108089386
2019-12-05,4.590000,4.600000,4.560000,4.600000,4.197749,105160112
2019-12-06,4.590000,4.600000,4.560000,4.590000,4.188623,77274378
2019-12-09,4.600000,4.670000,4.590000,4.650000,4.243377,138928257
2019-12-10,4.630000,4.630000,4.560000,4.580000,4.179498,132946593
2019-12-11,4.570000,4.600000,4.550000,4.580000,4.179498,88192000
2019-12-12,4.570000,4.570000,4.530000,4.540000,4.142995,84978238
2019-12-13,4.560000,4.620000,4.540000,4.610000,4.206874,157897444
2019-12-16,4.590000,4.590000,4.550000,4.590000,4.188623,125307928
2019-12-17,4.580000,4.960000,4.570000,4.810000,4.389385,506606985
2019-12-18,4.760000,4.810000,4.710000,4.730000,4.316381,240568355
2019-12-19,4.740000,4.810000,4.710000,4.730000,4.316381,138422495
2019-12-20,4.740000,4.870000,4.730000,4.770000,4.352883,211196763
2019-12-23,4.790000,4.870000,4.770000,4.780000,4.362009,211624828
2019-12-24,4.800000,4.830000,4.730000,4.780000,4.362009,98706099
2019-12-25,4.780000,4.800000,4.740000,4.770000,4.352883,87253983
2019-12-26,4.760000,4.800000,4.740000,4.790000,4.371134,97277112
2019-12-27,4.780000,4.850000,4.770000,4.790000,4.371134,138863556
2019-12-30,4.750000,4.800000,4.700000,4.790000,4.371134,126916653
2019-12-31,4.770000,4.790000,4.750000,4.780000,4.362009,83370678
2020-01-02,4.830000,4.840000,4.800000,4.800000,4.380260,213979204
2020-01-03,4.800000,4.810000,4.750000,4.780000,4.362009,111390320
2020-01-06,4.750000,4.780000,4.740000,4.750000,4.334632,109659608
2020-01-07,4.750000,4.780000,4.750000,4.770000,4.352883,84885793
